site,description,latlong,sharelink,Locality,Segment.ASSET_ID,Segment.ROAD_NAME,Segment.SUBURB
Site 420,ROUND MOUNTAIN ROAD west of WATY BISHOP ROAD,"-28.348031, 153.523899",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 420,Reserve Creek,RD.1145.80.A,Round Mountain Road,Round Mountain
Site 617,M.R.679 Tweed Valley Way north of LEDDAYS CREEK ROAD,"-28.275646, 153.499888",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 617,Stotts Creek,RD.2194.9380.A,Tweed Valley Way,Stotts Creek
Site 618,AGNES STREET at No 2,"-28.189593, 153.540455",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 618,Tweed Heads,RD.8.10.A,Agnes Street,Tweed Heads South
Site 421A,SIERRA VISTA BUOLEVARD at No 15,"-28.217316,153.486939",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 421A,Bilambil Heights,RD.1201.10.A,Sierra Vista Boulevard,Bilambil Heights
Site 619,WILLIAM STREET MURWILLUMBAH at No 40,"-28.32801, 153.382653",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 619,Murwillumbah,RD.1426.60.A,William Street,Murwillumbah
Site 621,DRY DOCK ROAD at No 120,"-28.193042, 153.526167",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 621,Tweed Heads,RD.418.60.A.1,Dry Dock Road,Tweed Heads South
Site 622,COMMERCIAL ROAD at No 103,"-28.334505, 153.396847",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 622,Murwillumbah,RD.317.70.A,Commercial Road,Murwillumbah
Site 623B,BALLINA STREET at No 37,"-28.386351, 153.555208",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 623B,Pottsville,RD.2205.20.A,Ballina Street,Pottsville
Site 624A,M.R.450 COAST ROAD north of YUGARI DRIVE,"-28.361101, 153.575557",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 624A,Hastings Point,RD.2184.180.A,Tweed Coast Road,Hastings Point
Site 625,MCPHAIL AVENUE at No 5,"-28.260299, 153.57581",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 625,Kingscliff,RD.809.10.A,McPhail Avenue,Kingscliff
Site 626,SEABREEZE BOULEVARD at No 42,"-28.385252, 153.554743",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 626,Pottsville,RD.2206.40.A,Seabreeze Boulevard,Pottsville
Site 627,HILLCREST AVE at No 13,"-28.200707, 153.516443",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 627,Tweed Heads South,RD.601.40.A,Hillcrest Avenue,Tweed Heads South
Site 428A-M-TN,S.H.10 Pacific Mway at Terranora Creek Tweed Heads South,"-28.190731,153.526536",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428A-M-TN,Tweed Heads,RD.1194.10.A,Shearwater Parade,Tweed Heads
Site 628,BAKER STREET at No 24,"-28.32876, 153.38239",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 628,Murwillumbah,RD.55.20.A,Baker Street,Murwillumbah
Site 629,JOHNSON STREET off PIONEER PARADE,"-28.223318, 153.544823",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 629,Banora Point,RD.652.10.A,Johnson Street,Banora Point
Site 428B-TN,Duringan St Currumbin west of Mitchell Avenue,"-28.137650, 153.475150",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428B-TN,Currumbin,RD.2351.10.A,Jabiru Drive,Cobaki Lakes
Site 631,LEISURE DRIVE off DARLINGTON DRIVE,"-28.214257, 153.541893",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 631,Banora Point,RD.734.10.A,Leisure Drive,Banora Point
Site 428C-TN,Tugun-Currumbin Road Currumbin - east of M1,"-28.144840,153.484670",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428C-TN,Currumbin,USR.916.10.A,Sandy Lane,Cobaki Lakes
Site 632,BRISBANE STREET north of PROUDFOOTS LANE,"-28.326823, 153.393584",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 632,Murwillumbah,RD.888.10.A,Nullum Street,Murwillumbah
Site 634,DULGUIGAN ROAD at No 701,"-28.275074, 153.443306",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 634,Dulguigan,RD.422.130.A,Dulguigan Road,North Tumbulgum
Site 428D-TN,Boyd Street Tugun east of Irene Street,"-28.153560,153.496040",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428D-TN,Tugun,RD.931.20.A.1,Ourimbah Road,Tweed Heads
Site 635,SCENIC DRIVE at No 18,"-28.214008, 153.483245",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 635,Bilambil Heights,RD.1173.70.A.1,Scenic Drive,Bilambil Heights
Site 636,BILAMBIL ROAD just north of No 393,"-28.223541, 153.467349",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 636,Bilambil,RD.110.100.A,Bilambil Road,Bilambil Heights
Site 428E-M-TN,S.H.10 Pacific Motorway Tweed Heads east of M1,"-28.177027,153.521546",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428E-M-TN,Tweed Heads West,RD.931.20.A.1,Ourimbah Road,Tweed Heads
Site 637,M.R.142 KYOGLE ROAD at No 8 BRAY PARK,"-28.336927, 153.379848",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 637,Bray Park,RD.711.480.A,Kyogle Road,Bray Park
Site 638,SASSAFRASS STREET at No 64,"-28.374129, 153.557645",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 638,Pottsville,RD.1166.40.A,Sassafras Street,Pottsville
Site 428M-TN,S.H.10 Pacific Mway at Tugun Bypass Bilinga,"-28.158106,153.491131",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428M-TN,Tugun,RD.2429.10.A,Tulgi Way,Tweed Heads West
Site 639,GOLLAN DRIVE at No 51,"-28.196057, 153.507047",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 639,Tweed Heads West,RD.547.10.A,Gollan Drive,Tweed Heads West
Site 430,S.H.10 south of TWEED Valley Way.,"-28.261664, 153.528441",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 430,Chinderah,RD.2194.9480.A,Tweed Valley Way,Chinderah
Site 641,OLD FERRY ROAD at No 7 MURWILLUMBAH,"-28.326372, 153.402948",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 641,Murwillumbah,RD.912.10.A,Old Ferry Road,Murwillumbah
Site 642,M.R.399 NUMINBAH ROAD at No 1031 CRYSTAL CREEK,"-28.307901, 153.306481",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 642,Crystal Creek,RD.889.190.A,Numinbah Road,Crystal Creek
Site 643,PIGGABEEN RD west of EVA CRESCENT,"-28.191034, 153.448756",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 643,Piggabeen,RD.1032.170.A,Piggabeen Road,Piggabeen
Site 644,PARK AVENUE at No 36,"-28.341125, 153.373058",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 644,Bray Park,RD.993.10.A,Park Avenue,Bray Park
Site 645,FLORENCE STREET east of WHARF STREET,"-28.175856, 153.542127",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 645,Tweed Heads,RD.506.20.A.1,Florence Street,Tweed Heads
Site 646,M.R.142 KYOGLE ROAD at No 1529 in UKI,"-28.415223, 153.328169",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 646,Uki,RD.711.260.A,Kyogle Road,Uki
Site 647,URLIUP ROAD at No 39 in BILAMBIL,"-28.224732, 153.462125",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 647,Bilambil,RD.1371.30.A,Urliup Road,Bilambil
Site 648,COMMERCIAL ROAD at No 69,"-28.331787, 153.397031",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 648,Murwillumbah,RD.317.50.A,Commercial Road,Murwillumbah
Site 649,WARDROP STREET at No 33,"-28.332916, 153.400004",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 649,South Murwillumbah,RD.1399.35.A,Wardrop Street,South Murwillumbah
Site 440,SMITHS CREEK RD at No 1073,"-28.398426,153.401699",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 440,Stokers Siding,RD.1216.20.A,Smiths Creek Road,Stokers Siding
Site 651,M.R.450 COAST ROAD south of ROUND MOUNTAIN ROAD,"-28.349831, 153.570221",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 651,Bogangar,RD.2184.210.A,Tweed Coast Road,Cabarita Beach
Site 652,MCAULEYS ROAD off DULGUIGAN ROAD,"-28.270341, 153.471029",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 652,North Tumbulgum,RD.793.130.A,McAuleys Road,North Tumbulgum
Site 654,M.R.142 WOLLUMBIN STREET at No 121,"-28.327213, 153.393137",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 654,Murwillumbah,RD.1435.20.A,Wollumbin Street,Murwillumbah
Site 655,NULLUM STREET south of CONDONG STREET,"-28.331258, 153.392785",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 655,Murwillumbah,RD.888.40.A,Nullum Street,Murwillumbah
Site 656,BURRINGBAR ROAD at No 139,"-28.438873, 153.459458",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 656,Burringbar,RD.189.30.A,Burringbar Road,Burringbar
Site 657,ADELAIDE STREET at No 61,"-28.181257, 153.536745",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 657,Tweed Heads,RD.4.10.A,Adelaide Street,Tweed Heads
Site 658B,DOROTHY STREET at No 9,"-28.325966, 153.383992",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 658B,Murwillumbah,RD.411.20.A,Dorothy Street,Murwillumbah
Site 659,POTTSVILLE ROAD at No 638,"-28.414116, 153.528134",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 659,Sleepy Hollow,RD.1058.110.A,Pottsville Road,Sleepy Hollow
Site 661,CHARLES STREET MURWILLUMBAH at No 39,"-28.324625, 153.404512",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 661,Murwillumbah,RD.248.20.A,Charles Street,Murwillumbah
Site 450,STOKERS ROAD at RICHARDS DEVIATION,"-28.380662, 153.40153",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 450,Dunbible,RD.1242.130.A.1,Stokers Road,Dunbible
Site 662,CASUARINA WAY at No 478,"-28.296145, 153.571322",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 662,Casuarina,RD.233.58.A,Casuarina Way,Casuarina
Site 663A,FRANCES STREET west of WHARF STREET,"-28.173347, 153.542186",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 663A,Tweed Heads,RD.514.50.A,Frances Street,Tweed Heads
Site 664B,M.R.143 TOMEWIN ROAD 100 metres east of SANDERSONS PLACE,"-28.286993, 153.379263",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 664B,Dungay,RD.1314.90.A,Tomewin Road,Dungay
Site 665,CLOTHIERS CREEK ROAD at No 587,"-28.331768, 153.476391",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 665,Clothiers Creek,RD.279.110.A,Clothiers Creek Road,Clothiers Creek
Site 666,EVIRON ROAD 200 metres west of NORTHS LANE,"-28.31169, 153.463837",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 666,Eviron,RD.474.140.A,Eviron Road,Eviron
Site 667,EVIRON ROAD 200 metres north of NORTHS LANE,"-28.310768, 153.466985",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 667,Eviron,RD.474.120.A,Eviron Road,Eviron
Site 668,CASUARINA WAY at No 421,"-28.292313, 153.572607",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 668,Casuarina,RD.233.60.A,Casuarina Way,Casuarina
Site 671B,M.R.142 KYOGLE ROAD at No 2757 KUNGHUR VILLAGE,"-28.470265, 153.2534",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 671B,Kunghur,RD.711.170.A,Kyogle Road,Kunghur
Site 460,SUTHERLAND STREET south of VIKING STREET (Special SLSC),"-28.264284, 153.580575",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 460,Salt,RD.1258.40.A,Sutherland Street,Kingscliff
Site 672,FLORENCE STREET west of PEARL STREET,"-28.175256,153.537956",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 672,Tweed Heads,RD.506.50.A,Florence Street,Tweed Heads
Site 673B,RECREATION STREET at No 12,"-28.176194, 153.538778",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 673B,Tweed Heads,RD.1097.10.A,Recreation Street,Tweed Heads
Site 674,MCALLISTERS ROAD at No 31,"-28.214483, 153.478876",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 674,Bilambil Heights,RD.792.45.A,McAllisters Road,Bilambil Heights
Site 675,SEASIDE DRIVE at No 44,"-28.285723, 153.574672",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 675,Casuarina,RD.2419.10.A,Seaside Drive,Casuarina
